Stazione;Data;Dato pluviometrico giornaliero 0-24
Abbadia S.Salvatore ;01/05/2022;2
Abbadia S.Salvatore ;02/05/2022;0
Abbadia S.Salvatore ;03/05/2022;0
Abbadia S.Salvatore ;04/05/2022;12,1
Abbadia S.Salvatore ;05/05/2022;6,2
Abbadia S.Salvatore ;06/05/2022;2
Abbadia S.Salvatore ;07/05/2022;0
Abbadia S.Salvatore ;08/05/2022;0
Abbadia S.Salvatore ;09/05/2022;1,7
Abbadia S.Salvatore ;10/05/2022;0
Abbadia S.Salvatore ;11/05/2022;0
Abbadia S.Salvatore ;12/05/2022;0
Abbadia S.Salvatore ;13/05/2022;0
Abbadia S.Salvatore ;14/05/2022;0
Abbadia S.Salvatore ;15/05/2022;0
Abbadia S.Salvatore ;16/05/2022;0
Abbadia S.Salvatore ;17/05/2022;0
Abbadia S.Salvatore ;18/05/2022;0
Abbadia S.Salvatore ;19/05/2022;0
Abbadia S.Salvatore ;20/05/2022;0
Abbadia S.Salvatore ;21/05/2022;0
Abbadia S.Salvatore ;22/05/2022;0
Abbadia S.Salvatore ;23/05/2022;0
Abbadia S.Salvatore ;24/05/2022;0
Abbadia S.Salvatore ;25/05/2022;0
Abbadia S.Salvatore ;26/05/2022;0
Abbadia S.Salvatore ;27/05/2022;4,6
Abbadia S.Salvatore ;28/05/2022;16,3
Abbadia S.Salvatore ;29/05/2022;0
Abbadia S.Salvatore ;30/05/2022;0
Abbadia S.Salvatore ;31/05/2022;0
Abbazia Trisulti ;01/05/2022;0
Abbazia Trisulti ;02/05/2022;0,4
Abbazia Trisulti ;03/05/2022;0
Abbazia Trisulti ;04/05/2022;0
Abbazia Trisulti ;05/05/2022;0,6
Abbazia Trisulti ;06/05/2022;3,8
Abbazia Trisulti ;07/05/2022;0,4
Abbazia Trisulti ;08/05/2022;0,2
Abbazia Trisulti ;09/05/2022;22,6
Abbazia Trisulti ;10/05/2022;3,2
Abbazia Trisulti ;11/05/2022;0
Abbazia Trisulti ;12/05/2022;0
Abbazia Trisulti ;13/05/2022;0
Abbazia Trisulti ;14/05/2022;0
Abbazia Trisulti ;15/05/2022;0
Abbazia Trisulti ;16/05/2022;0
Abbazia Trisulti ;17/05/2022;0
Abbazia Trisulti ;18/05/2022;0
Abbazia Trisulti ;19/05/2022;0
Abbazia Trisulti ;20/05/2022;0
Abbazia Trisulti ;21/05/2022;0
Abbazia Trisulti ;22/05/2022;0
Abbazia Trisulti ;23/05/2022;0
Abbazia Trisulti ;24/05/2022;0
Abbazia Trisulti ;25/05/2022;0
Abbazia Trisulti ;26/05/2022;0
Abbazia Trisulti ;27/05/2022;0
Abbazia Trisulti ;28/05/2022;1,2
Abbazia Trisulti ;29/05/2022;0,8
Abbazia Trisulti ;30/05/2022;0
Abbazia Trisulti ;31/05/2022;0
Acilia ;01/05/2022;0,6
Acilia ;02/05/2022;0
Acilia ;03/05/2022;0
Acilia ;04/05/2022;0,2
Acilia ;05/05/2022;0,4
Acilia ;06/05/2022;1,2
Acilia ;07/05/2022;2
Acilia ;08/05/2022;2,4
