Stazione;Data;Dato pluviometrico giornaliero 0-24
Arsoli ;27/03/2021;0,2
Arsoli ;28/03/2021;0
Arsoli ;29/03/2021;0
Arsoli ;30/03/2021;0
Arsoli ;31/03/2021;0
Aurelio ;01/03/2021;0
Aurelio ;02/03/2021;0
Aurelio ;03/03/2021;0
Aurelio ;04/03/2021;0
Aurelio ;05/03/2021;0
Aurelio ;06/03/2021;2,2
Aurelio ;07/03/2021;26,2
Aurelio ;08/03/2021;42,4
Aurelio ;09/03/2021;37,8
Aurelio ;10/03/2021;0
Aurelio ;11/03/2021;0
Aurelio ;12/03/2021;0
Aurelio ;13/03/2021;0
Aurelio ;14/03/2021;0
Aurelio ;15/03/2021;0
Aurelio ;16/03/2021;0
Aurelio ;17/03/2021;1,2
Aurelio ;18/03/2021;0
Aurelio ;19/03/2021;0
Aurelio ;20/03/2021;0
Aurelio ;21/03/2021;0
Aurelio ;22/03/2021;0
Aurelio ;23/03/2021;0
Aurelio ;24/03/2021;0
Aurelio ;25/03/2021;0
Aurelio ;26/03/2021;0
Aurelio ;27/03/2021;0
Aurelio ;28/03/2021;0
Aurelio ;29/03/2021;0
Aurelio ;30/03/2021;0
Aurelio ;31/03/2021;0
Baccano ;01/03/2021;0
Baccano ;02/03/2021;0
Baccano ;03/03/2021;0
Baccano ;04/03/2021;0,2
Baccano ;05/03/2021;0
Baccano ;06/03/2021;1,2
Baccano ;07/03/2021;4,2
Baccano ;08/03/2021;16,4
Baccano ;09/03/2021;28,4
Baccano ;10/03/2021;0
Baccano ;11/03/2021;0
Baccano ;12/03/2021;0
Baccano ;13/03/2021;0,4
Baccano ;14/03/2021;0
Baccano ;15/03/2021;0,2
Baccano ;16/03/2021;0,2
Baccano ;17/03/2021;4,8
Baccano ;18/03/2021;0,2
Baccano ;19/03/2021;0
Baccano ;20/03/2021;0
Baccano ;21/03/2021;0
Baccano ;22/03/2021;0
Baccano ;23/03/2021;0
Baccano ;24/03/2021;0
Baccano ;25/03/2021;0
Baccano ;26/03/2021;0
Baccano ;27/03/2021;0
Baccano ;28/03/2021;0,2
Baccano ;29/03/2021;0
Baccano ;30/03/2021;0,2
Baccano ;31/03/2021;0
Bagnoregio ;01/03/2021;0
Bagnoregio ;02/03/2021;0
Bagnoregio ;03/03/2021;0
Bagnoregio ;04/03/2021;0
Bagnoregio ;05/03/2021;0,8
Bagnoregio ;06/03/2021;0
Bagnoregio ;07/03/2021;0,2
Bagnoregio ;08/03/2021;4,4
Bagnoregio ;09/03/2021;9
Bagnoregio ;10/03/2021;0
Bagnoregio ;11/03/2021;0
Bagnoregio ;12/03/2021;7
Bagnoregio ;13/03/2021;1,2
Bagnoregio ;14/03/2021;0
Bagnoregio ;15/03/2021;0
Bagnoregio ;16/03/2021;0
Bagnoregio ;17/03/2021;0
Bagnoregio ;18/03/2021;0
Bagnoregio ;19/03/2021;0
Bagnoregio ;20/03/2021;0
Bagnoregio ;21/03/2021;0
